,Timestamp,Embedded_text,Comments,Likes,Retweets,date,heure
2573,2021-11-08T17:19:58.000Z,"Ce que j'ai dit aux Charvieulands !

L'intégralité de ma conférence sur ma chaîne YouTube :
 https://youtu.be/0HfcLnOsLho

#Charvieu #PlusPourLesFrançais
34
299
1K",34.0,299.0,1000.0,2021-11-08 17:19:58,1900-01-01 17:19:58
2574,2021-11-08T14:56:40.000Z,"À ce soir, 19h sur 
@RTenfrancais
 !
#IDI
Quote Tweet
Interdit d'interdire
@IDIRTFr
 · Nov 8
 #IDI Animée par Frédéric Taddeï 

Avec : 
Eric Zemmour (@ZemmourEric)

 A suivre à 19h sur #RTFance
Show this thread
62
334
1K",62.0,334.0,1000.0,2021-11-08 14:56:40,1900-01-01 14:56:40
2575,2021-11-08T14:43:55.000Z,"Quand il n'y a plus de frontières, la police est le dernier rempart contre le djihad. Elle n'a alors le choix qu'entre mourir et tuer. Soit nous fermons nos frontières, soit nous aurons la guerre sur notre sol. Il n'y a pas de troisième voie.
#Cannes
313
2.1K
7.4K",313.0,2100.0,7400.0,2021-11-08 14:43:55,1900-01-01 14:43:55
2576,2021-11-08T08:56:49.000Z,"Je serai le dimanche 14 novembre au salon « Made in France » aux côtés de nos acteurs économiques français !
#MIFExpo #PlusPourLesFrançais
118
685
2.6K",118.0,685.0,2600.0,2021-11-08 08:56:49,1900-01-01 08:56:49
2577,2021-11-09T18:29:42.000Z,"1276 élus ont été agressés ou menacés en 2020, contre 421 en 2019. Trois fois plus en seulement un an ! La plupart sont des maires : les représentants les plus proches du peuple. Comme toujours, c'est le pays réel qui est pris pour cible.
190
1.6K
5.6K",190.0,1600.0,5600.0,2021-11-09 18:29:42,1900-01-01 18:29:42
2578,2021-11-09T14:26:17.000Z,"Pour une fois qu’elle est drôle !
Quote Tweet
Sandrine Rousseau
@sandrousseau
 · Nov 9
Je pense que le Général #DeGaulle était ecoféministe 
(J’en suis presque sûre même…) 
#JeVousAiCompris.es 

#ToiAussiProfiteDeLOmbreDuGrandHomme
308
1K
6.8K",308.0,1000.0,6800.0,2021-11-09 14:26:17,1900-01-01 14:26:17
2579,2021-11-09T08:00:16.000Z,"Aujourd'hui, pensant que j'allais annoncer ma candidature, toute la classe politique se déguise en Général #DeGaulle, et Macron re-déclare la guerre au Covid-19. Je vous propose d'en rire : c'est ce qu'aurait fait le Général.
1.1K
3.6K
13.6K",1100.0,3600.0,13600.0,2021-11-09 08:00:16,1900-01-01 08:00:16
2580,2021-11-10T18:00:34.000Z,"Ce combat pour la survie de la France est celui de toute une vie et je ne vais pas l'abandonner de sitôt.
0:33
52.7K views
175
1K
3.9K",175.0,1000.0,3900.0,2021-11-10 18:00:34,1900-01-01 18:00:34
2581,2021-11-10T15:55:03.000Z,"Rendez-vous à 17h sur la chaîne YouTube de Sputnik France !

https://youtu.be/XgwPmG_VKvc
Quote Tweet
Sputnik France
@sputnik_fr
Média affilié à un État, Russie
 · Nov 10
 En exclu pour Sputnik, confidences avec @ZemmourEric

Craintes d'un retour du Covid, domination de Macron, concurrence avec Le Pen, scepticisme des abstentionnistes: les défis s’accumulent, le candidat potentiel pourra-t-il les relever? Ce soir à 17h 
https://youtube.com/watch?v=XgwPmG_VKvc…
43
247
934",43.0,247.0,934.0,2021-11-10 15:55:03,1900-01-01 15:55:03
2582,2021-11-10T13:47:36.000Z,"Quand un pays assiégé par des migrants les empêche de violer ses frontières, on l'accuse de violence. Ben voyons.
#Pologne
283
1.7K
6.1K",283.0,1700.0,6100.0,2021-11-10 13:47:36,1900-01-01 13:47:36
2583,2021-11-10T13:08:38.000Z,"Pour la prochaine étape de la #CroiséeDesChemins je vous donne rendez-vous à Bordeaux.

Toutes les informations ici : 
https://croiseedeschemins-ez.fr/bordeaux

J'espère vous retrouver nombreux !
72
412
1.3K",72.0,412.0,1300.0,2021-11-10 13:08:38,1900-01-01 13:08:38
2584,2021-11-10T09:58:18.000Z,"On reconnaît un peuple à la langue qu'il parle. Le #GrandRemplacement commence dans les rues et s'achève dans les mots.
lefigaro.fr
«Wallah», «khapta», «hess»: comment la langue arabe s'est immiscée dans le langage des jeunes
ENQUÊTE - Du 16e arrondissement de Paris aux provinces chics, ils ponctuent désormais les repas de famille ou entre amis et se diffusent dans les cours de récréation. Mais d'où viennent ces nouveaux...
523
1.6K
5.3K",523.0,1600.0,5300.0,2021-11-10 09:58:18,1900-01-01 09:58:18
2585,2021-11-10T08:52:24.000Z,"C'était Charvieu-Chavagneux !

La vidéo sur ma chaîne YouTube : https://youtu.be/DrM3u7e-BWg

#Charvieu
81
486
1.6K",81.0,486.0,1600.0,2021-11-10 08:52:24,1900-01-01 08:52:24
2587,2021-11-11T19:13:33.000Z,"« Guerres inutiles », voilà comment 
@alexiscorbiere
 qualifie la défense de la Nation française face à l'ennemi.
Quote Tweet
Alexis Corbière
@alexiscorbiere
 · Nov 11
103 anniversaire de l’Armistice à #Montreuil.
Méfions nous des nationalistes prétendument amoureux de la #France mais qui n’aiment pas son Peuple. Aujourd’hui, cette menace n’est pas terminée !
Plus jamais notre pays ne doit être projeté dans des guerres inutiles !  #11Novembre
169
765
2.8K",169.0,765.0,2800.0,2021-11-11 19:13:33,1900-01-01 19:13:33
2588,2021-11-11T17:27:51.000Z,"Bravo aux jeunes de 
@GenerationZ_off
 pour leur action en faveur des anciens combattants et des victimes de guerre français !
Quote Tweet
Raphaël
@dlp_raphael
 · Nov 11
@GenerationZ_off était sur le terrain ce matin pour sensibiliser les Français au port du @BleuetFrance et rendre hommage à nos soldats morts pour la France. 

#11Novembre
Show this thread
77
696
3.1K",77.0,696.0,3100.0,2021-11-11 17:27:51,1900-01-01 17:27:51
2589,2021-11-11T11:58:44.000Z,"Ils savaient mais n'ont rien fait. 
Voilà toute l'impuissance coupable des politiques résumée en une phrase.
Quote Tweet
Valeurs actuelles ن
@Valeurs
 · Nov 10
 13-Novembre : “Nous savions que dans le flux de réfugiés, il y avait des terroristes”, reconnaît François Hollande 
https://buff.ly/3kpG5KQ
244
1.9K
5.6K",244.0,1900.0,5600.0,2021-11-11 11:58:44,1900-01-01 11:58:44
2590,2021-11-11T11:44:57.000Z,"Le problème Mme #Pétronin ? C'est les 200 djihadistes relâchés pour votre libération et le danger qu'ils font de nouveau peser sur le Sahel et sur nos militaires français. Vous insultez les dizaines de Français morts pour la France au Sahel.
Quote Tweet
BFMTV
@BFMTV
 · Nov 11
 DOCUMENT BFMTV
""Il est où le problème?"": Sophie Pétronin s'explique pour la première fois depuis son retour au Mali https://bfmtv.com/international/il-est-ou-le-probleme-sophie-petronin-s-explique-pour-la-premiere-fois-depuis-son-retour-au-mali_AV-202111110041.html…
314
2.1K
7.5K",314.0,2100.0,7500.0,2021-11-11 11:44:57,1900-01-01 11:44:57
2591,2021-11-11T10:01:54.000Z,"Le #11Novembre, 2 millions de morts et 4 millions de blessés nous regardent et nous disent : ne baissez jamais la garde.
531
3K
11.8K",531.0,3000.0,11800.0,2021-11-11 10:01:54,1900-01-01 10:01:54
2592,2021-11-11T09:31:18.000Z,"Macron donne des leçons d'Histoire aux Français, mais il se fait traiter comme un écolier par les Algériens.
lefigaro.fr
Alger salue des déclarations «respectueuses» de Paris malgré la crise diplomatique
Le chef de la diplomatie algérienne a salué mercredi 10 novembre des déclarations de l'Élysée manifestant «du respect» envers son pays en pleine...
301
1.1K
3.4K",301.0,1100.0,3400.0,2021-11-11 09:31:18,1900-01-01 09:31:18
2593,2021-11-12T19:53:01.000Z,"Nous sommes cette France. Le combat pour notre survie ne fait que commencer. Il sera long, il sera éprouvant, il sera douloureux, mais nous le gagnerons, car à la fin, la France gagne toujours.
#Bordeaux
282
1.3K
4.8K",282.0,1300.0,4800.0,2021-11-12 19:53:01,1900-01-01 19:53:01
2594,2021-11-12T19:48:57.000Z,"Les Français ont décidé d’être libres. Libre de créer, libre de travailler. Libre d’innover et libre d’inventer. Libre de dénoncer les envahisseurs qui nous menacent. Libre de combattre ceux qui nous agressent. Libre de se battre pour retrouver leur pays.
#Bordeaux
144
661
2.3K",144.0,661.0,2300.0,2021-11-12 19:48:57,1900-01-01 19:48:57
2595,2021-11-12T19:45:19.000Z,"En réalité, ce que nos ennemis ne savaient pas, c’est qu’ils ont réveillé une France qui de toute son histoire, n’a jamais baissé les yeux. Une France aussi redoutable qu’implacable.
#Bordeaux
57
556
2.1K",57.0,556.0,2100.0,2021-11-12 19:45:19,1900-01-01 19:45:19
2596,2021-11-12T19:45:16.000Z,"Voilà six ans que les visages de centaines de victimes hantent nos vies. Nos ennemis pensaient avoir mis la France à genoux : ils ont vu ces journalistes trouver des excuses aux assassins, ils ont vu ces « bobos » allumer des bougies dans les rues.
#Bordeaux
103
932
3.3K",103.0,932.0,3300.0,2021-11-12 19:45:16,1900-01-01 19:45:16
2597,2021-11-12T19:11:43.000Z,"Il faut créer un Haut-Commissariat à la simplification administrative, directement rattaché au Président de la République. Son travail serait de revenir à un cadre clair, débarrassé des lourdeurs qui pèsent sur les ménages, sur les entreprises et sur l’État lui-même.
#Bordeaux
122
556
1.8K",122.0,556.0,1800.0,2021-11-12 19:11:43,1900-01-01 19:11:43
2598,2021-11-12T19:09:41.000Z,"Pour nos chefs d’entreprise, cette inflation normative est dramatique. Comment obéir à une loi qu’on ne comprend plus, qu’on ne connait plus ?
#Bordeaux
20
303
1.4K",20.0,303.0,1400.0,2021-11-12 19:09:41,1900-01-01 19:09:41
2599,2021-11-12T19:07:47.000Z,"Désormais, l’indépendance et la liberté coûtent très cher en France : je pense aujourd’hui en particulier aux artisans, aux entrepreneurs, aux chefs d’entreprises.
#Bordeaux
43
468
2.1K",43.0,468.0,2100.0,2021-11-12 19:07:47,1900-01-01 19:07:47
2600,2021-11-12T19:05:58.000Z,"Tout est question de moment et d’équilibre. Notre drame aujourd’hui n’est pas l’Etat trop fort mais l’Etat trop faible, il n’est pas dans les minorités persécutées par la majorité, mais au contraire dans la majorité tyrannisée par les minorités.
#Bordeaux
30
331
1.2K",30.0,331.0,1200.0,2021-11-12 19:05:58,1900-01-01 19:05:58
2601,2021-11-12T19:03:38.000Z,"Aussi essentielle que la première : il faut baisser la fiscalité des entreprises. Elles sont devenues la vache à lait d’un État nounou qui déverse ses bienfaits sociaux à un tiers monde qui a élu domicile chez nous.
#Bordeaux
37
414
1.8K",37.0,414.0,1800.0,2021-11-12 19:03:38,1900-01-01 19:03:38
2602,2021-11-12T19:03:37.000Z,"La première chose à faire pour aider nos entreprises et tous ceux qui y travaillent, c’est de purger ce marécage de normes. C’est libérer l’économie, restaurer les fonctionnaires dans leur véritable service à la population et sortir les Français de cet enfer bureaucratique.
108
894
3.5K",108.0,894.0,3500.0,2021-11-12 19:03:37,1900-01-01 19:03:37
2603,2021-11-12T19:00:46.000Z,"Notre drame aujourd’hui ce n’est pas l’excès de protectionnisme qui étouffe nos entreprises, mais les dérèglements d’un libre-échange devenu fou qui ravage nos industries et détruit nos emplois.
#Bordeaux
30
418
1.8K",30.0,418.0,1800.0,2021-11-12 19:00:46,1900-01-01 19:00:46
2604,2021-11-12T18:55:03.000Z,"Je veux dire aux 800 personnes qui n’ont pas pu rentrer ce soir, je suis désolé. Merci de votre enthousiasme. La prochaine fois, on prendra encore plus grand, on sera encore plus nombreux !
#Bordeaux
193
1.4K
7.2K",193.0,1400.0,7200.0,2021-11-12 18:55:03,1900-01-01 18:55:03
2605,2021-11-12T18:06:50.000Z,"Retrouvez en direct ma conférence à #Bordeaux sur ma chaîne YouTube : 
 https://youtu.be/emaj5QuJBqU
73
360
1.1K",73.0,360.0,1100.0,2021-11-12 18:06:50,1900-01-01 18:06:50
2606,2021-11-12T15:33:18.000Z,"Qu'attend*
40
75
781",40.0,75.0,781.0,2021-11-12 15:33:18,1900-01-01 15:33:18
2607,2021-11-12T15:14:00.000Z,"Les Royal Engineers britanniques participeront au renforcement de la clôture à la frontière de la #Pologne.
Qu’attends la France pour agir 
@EmmanuelMacron
 ?
Quote Tweet
Mariusz Błaszczak
@mblaszczak
 · Nov 12
Rozpoczął się rekonesans przed wsparciem wojsk inżynieryjnych Wielkiej Brytanii. Nasi żołnierze nawiążą współpracę przy umacnianiu ogrodzenia na granicy polsko-białoruskiej. Po zakończeniu rekonesansu poinformujemy o szczegółach.
264
1.3K
3.9K",264.0,1300.0,3900.0,2021-11-12 15:14:00,1900-01-01 15:14:00
2608,2021-11-12T14:11:38.000Z,"J'ai un lien d'affection et de respect pour les électeurs du RN. Ce sont des personnes valeureuses et admirables. Mon but est de les sortir de cet enfermement politique.
Je veux rendre le droit de vote aux électeurs du Rassemblement National.
#Bordeaux
343
1.2K
4.4K",343.0,1200.0,4400.0,2021-11-12 14:11:38,1900-01-01 14:11:38
2609,2021-11-12T11:53:55.000Z,"Au bord de la faillite, la France subventionne le pays totalitaire le plus riche de tous les temps. Difficile d'imaginer pire trahison pour le contribuable français.
capital.fr
Aide au développement : la France verse des millions à la Chine, bientôt première puissance mondiale
Dans un rapport annexé au projet de loi de finances pour 2022, le député Les Républicains Marc Le Fur s’étonne que la Chine bénéficie toujours des subsides de l’aide française au développement, alors...
371
2.6K
6K",371.0,2600.0,6000.0,2021-11-12 11:53:55,1900-01-01 11:53:55
2610,2021-11-13T21:25:42.000Z,"Le sens de l’Histoire qui se manifeste ici, au #Bataclan, c’est cette guerre de civilisations. Être Président de la République, ce n’est pas seulement organiser des marches blanches. Être Président de la République, c’est protéger les Français. 
#13Novembre2015
0:36
55K views
211
1.2K
4.3K",211.0,1200.0,4300.0,2021-11-13 21:25:42,1900-01-01 21:25:42
2611,2021-11-13T21:19:50.000Z,"Ces djihadistes tuent en criant « Allah Akhbar ». Il faut regarder en face cette vérité, sinon nous ne sommes que des faibles, des pacifistes, et nous nous ferons écraser par des gens qui veulent notre mort.
#13Novembre2015 #Bataclan
197
1.8K
6K",197.0,1800.0,6000.0,2021-11-13 21:19:50,1900-01-01 21:19:50
2612,2021-11-13T21:11:57.000Z,"La politique sert à annoncer et à prévoir le tragique. Sinon, on passe son temps à allumer des bougies. Le rôle du politique ce n’est pas cela. La France n’est pas responsable. Les responsables sont les pouvoirs publics.
#13Novembre2015 #Bataclan
125
974
3.3K",125.0,974.0,3300.0,2021-11-13 21:11:57,1900-01-01 21:11:57
2613,2021-11-13T20:56:56.000Z,"François Hollande dit lui-même qu’il savait que des terroristes seraient infiltrés parmi les migrants. Qu'ils soient de nationalité française ou belge, ils n'auraient pas du revenir de Syrie. Il n'a pas protégé les Français.
#Bataclan #13Novembre2015
204
1.2K
3.8K",204.0,1200.0,3800.0,2021-11-13 20:56:56,1900-01-01 20:56:56
2614,2021-11-13T20:04:30.000Z,"Le plus bel hommage que nous puissions rendre aux victimes est de nous battre pour elles.
#13Novembre2015 #Bataclan
586
2.2K
8.8K",586.0,2200.0,8800.0,2021-11-13 20:04:30,1900-01-01 20:04:30
2615,2021-11-13T10:52:20.000Z,"L'entretien à lire absolument d'un des esprits les plus lucides de notre temps.
lefigaro.fr
Face au terrorisme islamiste, «frapper vite et fort, c’est cela que morts et vivants réclament»
ENTRETIEN - Six ans après les attentats du 13 novembre 2015, le romancier rappelle que les hommages et les commémorations ne suffiront pas à vaincre l’islamisme. Face à ce dernier, il appelle à agir...
110
976
2.6K",110.0,976.0,2600.0,2021-11-13 10:52:20,1900-01-01 10:52:20
2616,2021-11-13T10:27:44.000Z,"L'Éducation Nationale prétend « déconstruire le mâle blanc ». En réalité, elle détruit nos enfants.
lefigaro.fr
Antiracisme, idéologie LGBT+, décolonialisme... Comment on endoctrine nos enfants à l’école
ENQUÊTE - Au nom de la «diversité» et de son corollaire pédagogique, l’«inclusion», les idéologies woke ont pénétré dans le temple scolaire avec la complicité d’une partie du corps enseignant et par...
209
1.5K
4.9K",209.0,1500.0,4900.0,2021-11-13 10:27:44,1900-01-01 10:27:44
2617,2021-11-14T22:01:20.000Z,"Merci aux acteurs économiques français qui, avec le « Made in France », font notre fierté et préservent nos savoir-faire et nos emplois.
#MIFExpo
1:38
58.3K views
152
991
4.2K",152.0,991.0,4200.0,2021-11-14 22:01:20,1900-01-01 22:01:20
2618,2021-11-14T20:15:37.000Z,"Un bien beau cadeau. 
#MIFExpo
245
725
5K",245.0,725.0,5000.0,2021-11-14 20:15:37,1900-01-01 20:15:37
2619,2021-11-14T19:24:35.000Z,"Sympathique moment au stand de 
@mobionscooter
.
#MIFExpo
86
499
2.3K",86.0,499.0,2300.0,2021-11-14 19:24:35,1900-01-01 19:24:35
2620,2021-11-14T14:50:41.000Z,"Dans le peloton de tête sur un vélo de course français ! Merci 
@clementleroy_
, champion du monde des coursiers à vélo. 
#MIFExpo
111
530
2.6K",111.0,530.0,2600.0,2021-11-14 14:50:41,1900-01-01 14:50:41
2621,2021-11-14T11:59:55.000Z,"Merci à la société Obut qui perpétue la tradition française de la pétanque. 
#MIFExpo
70
579
3.3K",70.0,579.0,3300.0,2021-11-14 11:59:55,1900-01-01 11:59:55
2622,2021-11-14T11:23:14.000Z,"Je réponds aux questions intéressant les entrepreneurs au salon #MIFExpo.
63
562
2.3K",63.0,562.0,2300.0,2021-11-14 11:23:14,1900-01-01 11:23:14
2623,2021-11-14T11:15:41.000Z,"Visite au stand de Maison Marc qui depuis 1923 produit des cornichons et des veloutés de légumes 100 % français et bio.
#MIFExpo
96
546
2.7K",96.0,546.0,2700.0,2021-11-14 11:15:41,1900-01-01 11:15:41
2624,2021-11-14T11:05:50.000Z,"Passage chez 
@daan_tech
 qui frabique un lave-vaisselle innovant 100 % français, « le Bob ».
#MIFExpo
83
410
2K",83.0,410.0,2000.0,2021-11-14 11:05:50,1900-01-01 11:05:50
2625,2021-11-14T10:51:35.000Z,"Bravo à la 
@cartefrancaise
 pour leur travail en faveur du Made in France !
#MIFExpo
60
509
2.3K",60.0,509.0,2300.0,2021-11-14 10:51:35,1900-01-01 10:51:35
2626,2021-11-14T10:21:13.000Z,"Arrivée à la #MIFExpo, merci à l’entreprise « Le Chic français » de m’avoir accueilli sur son stand !
471
1.2K
6.1K",471.0,1200.0,6100.0,2021-11-14 10:21:13,1900-01-01 10:21:13
2627,2021-11-15T18:46:49.000Z,"Ce que j'ai dit aux Bordelais !

La vidéo sur ma chaîne YouTube :
 https://youtu.be/Yg4ftiVh5jA

#Bordeaux
88
427
1.5K",88.0,427.0,1500.0,2021-11-15 18:46:49,1900-01-01 18:46:49
2628,2021-11-15T14:31:38.000Z,"Un acte très courageux et d'une grande fermeté...
888
2.1K
9.2K",888.0,2100.0,9200.0,2021-11-15 14:31:38,1900-01-01 14:31:38
2629,2021-11-15T08:58:43.000Z,"Retour en image de ma venue à #Bordeaux. Merci pour votre accueil si sympathique !
103
581
2.7K",103.0,581.0,2700.0,2021-11-15 08:58:43,1900-01-01 08:58:43
2630,2021-11-16T19:11:18.000Z,"Je vous donne rendez-vous ce vendredi 19 novembre à #Londres.

Toutes les informations ici : 
https://croiseedeschemins-ez.fr/londres

Retrouvons-nous nombreux !
176
661
2.1K",176.0,661.0,2100.0,2021-11-16 19:11:18,1900-01-01 19:11:18
2631,2021-11-16T17:50:32.000Z,"brouillés* (Merci à mes lecteurs les plus vigilants. La langue française reconnaissante.)
77
180
2.6K",77.0,180.0,2600.0,2021-11-16 17:50:32,1900-01-01 17:50:32
2632,2021-11-16T17:08:12.000Z,".
@EmmanuelMacron
 si prompt à défendre l’intégrité territoriale de l’Ukraine abandonne encore une fois celle de l’Arménie, de nouveau attaquée par l’Azerbaïdjan aujourd'hui. 

Les beaux discours sur l’amitié franco-arménienne ne suffisent plus, il faut passer aux actes.
236
2K
6.2K",236.0,2000.0,6200.0,2021-11-16 17:08:12,1900-01-01 17:08:12
2633,2021-11-16T16:57:06.000Z,"Les Insoumis veulent se réconcilier avec les terroristes ? Je ne savais pas qu'ils étaient brouilllés !
600
3.1K
12.1K",600.0,3100.0,12100.0,2021-11-16 16:57:06,1900-01-01 16:57:06
2634,2021-11-16T14:37:29.000Z,"Les migrants attaquent la frontière au cri d'« Allah akbar ! ». En se protégeant, la #Pologne donne une leçon à toute l'Europe.
440
2.6K
7.7K",440.0,2600.0,7700.0,2021-11-16 14:37:29,1900-01-01 14:37:29
2635,2021-11-16T14:04:01.000Z,"Trafics, criminalité, immigration, insécurité : Marseille est un concentré de tout ce qui nous tue. J’y serai le 26 novembre, pour lui dire combien elle a été grande et peut le redevenir.
374
1.6K
6.4K",374.0,1600.0,6400.0,2021-11-16 14:04:01,1900-01-01 14:04:01
2636,2021-11-16T13:04:35.000Z,"En bon progressiste, 
@CBeaune
 craint davantage les barbelés que les djihadistes.
266
1K
3.5K",266.0,1000.0,3500.0,2021-11-16 13:04:35,1900-01-01 13:04:35
2637,2021-11-16T12:36:34.000Z,"En marge du Congrès de l'#AMF, je rencontre des élus qui ont confiance en eux-mêmes et en leurs idées.
59
574
2.1K",59.0,574.0,2100.0,2021-11-16 12:36:34,1900-01-01 12:36:34
2638,2021-11-16T10:36:06.000Z,"Si elle élit 
@davidlisnard
, 
@l_amf
 restera indépendante. Sans quoi elle deviendra une succursale de l'Élysée. L’Assemblée Nationale fait déjà cela très bien, inutile d'en rajouter !
#AMF
144
1.4K
4.5K",144.0,1400.0,4500.0,2021-11-16 10:36:06,1900-01-01 10:36:06
2639,2021-11-16T09:32:55.000Z,"« La plus belle des ruses du Diable est de vous persuader qu'il n'existe pas ! » Charles Baudelaire
leparisien.fr
«Woke, c’est un terme inventé pour décrédibiliser un mouvement de prise de conscience, de respect...
Alexandra Palt, directrice générale RSE (responsabilité sociale et environnementale) chez L’Oréal et autrice de «Corporate activisme» sorti
195
892
3K",195.0,892.0,3000.0,2021-11-16 09:32:55,1900-01-01 09:32:55
2640,2021-11-17T19:10:56.000Z,"Ce que je veux dire aux Gilets Jaunes : 
 https://youtu.be/ypNoRO1cOfU

#GiletsJaunes
2:10
75.6K views
378
1K
3.3K",378.0,1000.0,3300.0,2021-11-17 19:10:56,1900-01-01 19:10:56
2641,2021-11-17T18:04:25.000Z,"Trois ans après la naissance des #GiletsJaunes, la blessure n’est toujours pas refermée.

Retrouvez l’intégralité de mon message sur YouTube :
https://youtu.be/ypNoRO1cOfU
145
717
2.3K",145.0,717.0,2300.0,2021-11-17 18:04:25,1900-01-01 18:04:25
2642,2021-11-17T17:45:33.000Z,"Toujours pas 
@TwitterFrance
 ?
412
2K
6K",412.0,2000.0,6000.0,2021-11-17 17:45:33,1900-01-01 17:45:33
2643,2021-11-17T16:12:34.000Z,"Félicitations à 
@davidlisnard
, élu à la tête de 
@l_amf
, et tous mes vœux de succès pour sa volonté de rendre aux maires leur vraie place : au centre du paysage français.
#AMF
Quote Tweet
Valeurs actuelles ن
@Valeurs
 · Nov 17
 David Lisnard, maire LR de Cannes, élu président de l’Association des maires de France 

https://buff.ly/3cn2q7q
113
1K
4.2K",113.0,1000.0,4200.0,2021-11-17 16:12:34,1900-01-01 16:12:34
2644,2021-11-17T13:33:43.000Z,"Le Gouvernement pratique la préférence étrangère et tourne le dos à notre glorieuse histoire lorsqu’il verse une subvention à une entreprise indienne au détriment de Saint-Gobain, fleuron français fondé par Colbert.
lefigaro.fr
Une aide d’État met Saint-Gobain en colère
Le géant français estime que sa filiale Pont-à-Mousson se retrouve en situation de concurrence déloyale en raison d’une subvention de 4 millions d’euros accordée par la France à l’indien Electrosteel.
130
1.3K
3.7K",130.0,1300.0,3700.0,2021-11-17 13:33:43,1900-01-01 13:33:43
2645,2021-11-17T10:32:45.000Z,"Faux « Mineurs isolés » : on ne me fera pas taire !

#JeSoutiensZemmour
794
3.2K
9.2K",794.0,3200.0,9200.0,2021-11-17 10:32:45,1900-01-01 10:32:45
2646,2021-11-19T20:26:44.000Z,"Merci aux Français de Londres pour leur accueil chaleureux !
197
1.2K
5.9K",197.0,1200.0,5900.0,2021-11-19 20:26:44,1900-01-01 20:26:44
2647,2021-11-19T17:37:02.000Z,"Mon entretien avec Bloomberg à Londres.
177
1.1K
5.1K",177.0,1100.0,5100.0,2021-11-19 17:37:02,1900-01-01 17:37:02
2648,2021-11-19T17:20:50.000Z,"Soutien affectueux ma chère Christine. Reste libre et résiste !
Quote Tweet
Christine KELLY
@christine_kelly
 · Nov 18
La volonté de me voir décapitée, la détermination de me l’envoyer par mail ne changera rien aux idées des uns et des autres. Chacun reste libre. Avec ou sans moi.
219
1.6K
7.8K",219.0,1600.0,7800.0,2021-11-19 17:20:50,1900-01-01 17:20:50
2649,2021-11-19T17:08:12.000Z,"La Croisée des chemins s’achève. Le 5 décembre, la suite de l’histoire commence au Zénith de #Paris. Venez l’écrire avec moi !

Lien d'inscription :
croiseedeschemins-ez.fr
Eric Zemmour à Paris
Eric Zemmour à la rencontre des Français
992
2.6K
6.9K",992.0,2600.0,6900.0,2021-11-19 17:08:12,1900-01-01 17:08:12
2650,2021-11-20T21:57:35.000Z,"Quand ils ont de grands défis à relever, les Français savent toujours se sublimer. Admirable #XVdeFrance !

#FRANZL
279
931
5.3K",279.0,931.0,5300.0,2021-11-20 21:57:35,1900-01-01 21:57:35
2651,2021-11-20T21:03:19.000Z,"2017 : Yassine Belattar est conseiller de Macron.
2021 : il séquestre et menace de mort des journalistes.
Quand le pouvoir drague la racaille, elle se croit tout permis.

#YassineBelattar
Quote Tweet
Jordan Florentin
@JordanFlrtn
 · Nov 20
Hier soir, Yassine Belattar m’a retenu enfermé pendant 1h, grille baissée, dans son théâtre, pour avoir réalisé avec mon collègue des interviews de son public dans la rue, avant son spectacle. Menacé de mort, séquestré, la police est finalement arrivée. J'ai déposé plainte
Show this thread
468
3.6K
9.8K",468.0,3600.0,9800.0,2021-11-20 21:03:19,1900-01-01 21:03:19
2652,2021-11-20T19:58:15.000Z,"Je tiens à assurer Rama Yade de tout mon micro-soutien face au micro-drame qu'elle micro-traverse.
903
3.2K
13.3K",903.0,3200.0,13300.0,2021-11-20 19:58:15,1900-01-01 19:58:15
2653,2021-11-20T19:57:02.000Z,"Je ne crois qu’à la compétence. Je suis donc contre toute forme de discrimination positive et donc contre la parité. S’il y a plus de femmes compétentes que d’hommes, alors il doit y avoir plus de femmes.
#NousToutesAvecZemmour
180
1.4K
4.8K",180.0,1400.0,4800.0,2021-11-20 19:57:02,1900-01-01 19:57:02
2654,2021-11-20T14:44:38.000Z,"C'était Bordeaux !
125
618
2.4K",125.0,618.0,2400.0,2021-11-20 14:44:38,1900-01-01 14:44:38
2655,2021-11-20T12:56:01.000Z,"Visite du Parlement britannique.
250
907
4.7K",250.0,907.0,4700.0,2021-11-20 12:56:01,1900-01-01 12:56:01
2656,2021-11-20T09:11:00.000Z,"Emmanuel Macron : « Je ne pense pas que la France ait un dernier mot à dire. »

On a bien compris que, dans l'esprit du Président, la France n'a pas son mot à dire.
lavoixdunord.fr
Santé, pouvoir d’achat, migrants... Le président Emmanuel Macron répond à nos questions
À la veille de son déplacement dans le Nord et l’Aisne, le président de la Répu...
239
1.1K
3.4K",239.0,1100.0,3400.0,2021-11-20 09:11:00,1900-01-01 09:11:00
2657,2021-11-20T08:27:29.000Z,"Un plaisir d'avoir échangé avec vous à Londres !
120
846
4K",120.0,846.0,4000.0,2021-11-20 08:27:29,1900-01-01 08:27:29
2658,2021-11-21T21:28:53.000Z,"Cher Éric, merci pour la sincérité de ton soutien !
Quote Tweet
Eric Ciotti
@ECiotti
 · Nov 21
Oui je suis en colère ! 

Une fatwa contre @ZemmourEric ?

Aucune réaction du président et de ses ministres. 

Parce que c’est Éric Zemmour et qu’on est pas d’accord avec lui, on peut l’assassiner ? #DebatLR #CongresLR
0:53
173.6K views
316
2.3K
9.2K",316.0,2300.0,9200.0,2021-11-21 21:28:53,1900-01-01 21:28:53
